block,changed_label,oof_probability,predicted_at_threshold
347,1,0.6292631168218872,1
348,0,0.5161831490551366,1
349,0,0.6521092451013399,1
350,1,0.532151145533066,1
351,1,0.5150291677628145,1
352,0,0.8002025896397373,1
353,0,0.39079661312315794,1
354,0,0.4150299110794659,1
355,1,0.6503563327138892,1
356,1,0.4718470353367571,1
357,1,0.5639764652788426,1
358,1,0.5016471344845914,1
359,1,0.3992385144743299,1
360,1,0.5606652133513721,1
361,1,0.6719234447170196,1
362,1,0.6544743955239313,1
363,1,0.6760933908833556,1
364,1,0.5292478150525416,1
365,1,0.5545638599271,1
366,0,0.675255533712672,1
367,1,0.7210538929730512,1
368,1,0.673072372909387,1
369,1,0.6646848278389395,1
370,0,0.6130529088460211,1
371,0,0.45921346499459864,1
372,1,0.5351952320053607,1
373,0,0.5161465610495495,1
374,1,0.4793194731788052,1
375,0,0.46644758375770384,1
376,0,0.09942291190054123,0
377,0,0.5325279686118803,1
378,1,0.4832761586398391,1
379,0,0.44706542999670207,1
380,1,0.5864959425292384,1
381,1,0.3348072880651956,1
382,1,0.38732108492196493,1
383,1,0.32214381573579987,1
384,1,0.4689879644645948,1
385,0,0.2635076380285674,1
386,1,0.47878336050473713,1
387,0,0.35323159679414623,1
388,0,0.4992662530154912,1
389,1,0.6291279733132228,1
390,1,0.7086799866298013,1
391,0,0.7516084770348341,1
392,0,0.45364707457606407,1
393,1,0.5424973987653277,1
394,1,0.7587783967323949,1
395,1,0.7953327540641615,1
396,1,0.8030922285419858,1
397,1,0.7443661653525506,1
398,0,0.4719300078476852,1
399,0,0.33987777380018924,1
400,0,0.6538092711801362,1
401,1,0.46182163951616056,1
402,1,0.40813020173997805,1
403,0,0.6587248334806214,1
404,0,0.3507112756866969,1
405,0,0.4436467707166374,1
406,0,0.3287252978884918,1
407,0,0.7115029855173285,1
408,0,0.44895698404615036,1
409,1,0.5984895438368959,1
410,1,0.4144500485822379,1
411,1,0.43587167995895826,1
412,0,0.3552131435291412,1
413,1,0.7114749774233704,1
414,0,0.7216248141119757,1
415,0,0.4065493097931025,1
416,1,0.4748721309527367,1
417,1,0.46254710182985825,1
418,0,0.400702997166032,1
419,0,0.4201965412552701,1
420,0,0.2267276211470838,1
421,0,0.2742173766106011,1
422,1,0.6478674326975823,1
423,0,0.5588320046416353,1
424,0,0.5147553286100488,1
425,0,0.2534633473171147,1
426,0,0.3888954786900013,1
427,0,0.5409714357014934,1
428,1,0.4918902144655181,1
429,1,0.6608720900646685,1
430,0,0.27669874083203616,1
431,1,0.46356636398439965,1
432,0,0.48127334151670376,1
433,1,0.3637752114654995,1
434,1,0.6188716509660721,1
435,0,0.3347169906335924,1
436,0,0.41954355686173783,1
437,0,0.44889057588479214,1
438,0,0.7750698361852401,1
439,1,0.5145329991362843,1
440,0,0.47395279335028834,1
441,1,0.5775490045047208,1
442,0,0.516167247629752,1
443,1,0.6248945326955371,1
444,1,0.46018221782867186,1
445,0,0.35622236404839835,1
446,0,0.31432778490094837,1
447,1,0.7464752712645383,1
448,0,0.22338185023830706,1
449,0,0.6695574592894601,1
450,0,0.38589239954901217,1
451,0,0.06810962324415963,0
452,0,0.27723504150772754,1
453,0,0.5662056222628689,1
454,0,0.09246174667477138,0
455,0,0.6945695987843128,1
456,0,0.2600954875501206,1
457,0,0.09988336550678861,0
458,1,0.6989069384021643,1
459,0,0.701607676558379,1
460,0,0.5999521208304521,1
461,1,0.6224554857232995,1
462,0,0.7325565050812585,1
463,0,0.7635376352915013,1
464,0,0.43639408827638415,1
465,1,0.2508048632915438,1
466,0,0.5027294340082425,1
467,1,0.5457214231171102,1
468,0,0.5045768893580566,1
469,1,0.5525922585811412,1
470,0,0.6288815947658883,1
471,1,0.3972927800296343,1
472,1,0.8214579562451759,1
473,1,0.6511991231988896,1
474,0,0.3817340038528541,1
475,1,0.7523353164020731,1
476,1,0.8561100764132332,1
477,1,0.7925352807194841,1
478,1,0.3866516681411519,1
479,1,0.47907271952577885,1
480,0,0.43327843959485574,1
481,0,0.29970769855262186,1
482,0,0.35945804038449986,1
483,0,0.3481539220124134,1
484,1,0.584444714276534,1
485,0,0.25659186502836945,1
486,1,0.32823866996355816,1
487,0,0.488219690606382,1
488,1,0.8318966802487829,1
489,0,0.6670514957876377,1
490,0,0.5547547029736195,1
491,0,0.13777472450409534,0
492,0,0.31048053064592124,1
493,0,0.7379763586173581,1
494,0,0.2817233903098056,1
495,0,0.21587935830686678,1
496,0,0.28659039856258905,1
497,0,0.13949971207175113,0
498,0,0.48864161198264777,1
499,0,0.706689099800814,1
500,0,0.4992274465567755,1
501,1,0.2658032197761887,1
502,1,0.49092673719286617,1
503,0,0.33917279771025,1
504,0,0.6835182671031129,1
505,0,0.35056098056911084,1
506,1,0.6834888355898681,1
